Cells,Full mean regret,Full maximum regret,E40 mean regret,E40 maximum regret,E48 mean regret,E48 maximum regret,Full sole-first count,Full tied-first count,Full second count,Full third count
12,0.24614023247603356,0.8888888888888928,0.3652204428129456,1.4074074074074119,0.1724595249096327,1.1219147344801925,3,0,7,2
